ds,brand,store_type,quantity,unit_price
20-12-2023,Ferrero,Retail,144,8.3
20-12-2023,Godiva,Airport,136,8.82
20-12-2023,Godiva,Mall,135,8.88
20-12-2023,Godiva,Online,133,9.61
20-12-2023,Godiva,Retail,106,10.04
20-12-2023,Hershey,Airport,179,9.26
20-12-2023,Hershey,Mall,118,9.3
20-12-2023,Hershey,Online,153,9.25
20-12-2023,Hershey,Retail,119,9.02
20-12-2023,Lindt,Airport,252,8.85
20-12-2023,Lindt,Mall,191,8.68
20-12-2023,Lindt,Online,167,9.03
20-12-2023,Lindt,Retail,123,9.44
20-12-2023,Mars,Airport,236,9.55
20-12-2023,Mars,Mall,195,8.73
20-12-2023,Mars,Online,170,8.24
20-12-2023,Mars,Retail,149,8.78
21-12-2023,Cadbury,Airport,221,9.2
21-12-2023,Cadbury,Mall,155,8.35
21-12-2023,Cadbury,Online,188,9.8
21-12-2023,Cadbury,Retail,115,9.2
21-12-2023,Ferrero,Airport,252,9.25
21-12-2023,Ferrero,Mall,219,9.36
21-12-2023,Ferrero,Online,195,8.71
21-12-2023,Ferrero,Retail,185,9.05
21-12-2023,Godiva,Airport,145,8.73
21-12-2023,Godiva,Mall,105,9.08
21-12-2023,Godiva,Online,126,8.31
21-12-2023,Godiva,Retail,149,7.79
21-12-2023,Hershey,Airport,161,8.39
21-12-2023,Hershey,Mall,156,8.93
21-12-2023,Hershey,Online,169,9.13
21-12-2023,Hershey,Retail,102,9.74
21-12-2023,Lindt,Airport,235,8.82
21-12-2023,Lindt,Mall,170,9.6
21-12-2023,Lindt,Online,163,8.58
21-12-2023,Lindt,Retail,121,9.2
21-12-2023,Mars,Airport,227,9.39
21-12-2023,Mars,Mall,161,8.82
21-12-2023,Mars,Online,176,9.04
21-12-2023,Mars,Retail,109,9.35
22-12-2023,Cadbury,Airport,208,9.33
22-12-2023,Cadbury,Mall,212,9.79
22-12-2023,Cadbury,Online,210,8.57
22-12-2023,Cadbury,Retail,129,9.26
22-12-2023,Ferrero,Airport,244,8.47
22-12-2023,Ferrero,Mall,199,8.63
22-12-2023,Ferrero,Online,152,8.49
22-12-2023,Ferrero,Retail,113,8.69
22-12-2023,Godiva,Airport,162,8.46
22-12-2023,Godiva,Mall,153,8.43
22-12-2023,Godiva,Online,127,8.45
22-12-2023,Godiva,Retail,100,8.15
22-12-2023,Hershey,Airport,154,9.04
22-12-2023,Hershey,Mall,97,9.35
22-12-2023,Hershey,Online,182,9.49
22-12-2023,Hershey,Retail,76,9
22-12-2023,Lindt,Airport,197,9
22-12-2023,Lindt,Mall,161,9.52
22-12-2023,Lindt,Online,182,8.73
22-12-2023,Lindt,Retail,184,9.1
22-12-2023,Mars,Airport,213,8.53
22-12-2023,Mars,Mall,179,9.09
22-12-2023,Mars,Online,191,8.04
22-12-2023,Mars,Retail,118,8.54
23-12-2023,Cadbury,Airport,219,8.66
23-12-2023,Cadbury,Mall,172,9.33
23-12-2023,Cadbury,Online,210,8.59
23-12-2023,Cadbury,Retail,109,8.82
23-12-2023,Ferrero,Airport,194,9.53
23-12-2023,Ferrero,Mall,192,9.61
23-12-2023,Ferrero,Online,232,8.34
23-12-2023,Ferrero,Retail,164,9.76
23-12-2023,Godiva,Airport,180,8.4
23-12-2023,Godiva,Mall,161,8.89
23-12-2023,Godiva,Online,186,8.79
23-12-2023,Godiva,Retail,90,9.19
23-12-2023,Hershey,Airport,170,9.32
23-12-2023,Hershey,Mall,146,9.51
23-12-2023,Hershey,Online,118,9.02
23-12-2023,Hershey,Retail,125,8.86
23-12-2023,Lindt,Airport,237,8.59
23-12-2023,Lindt,Mall,168,9.12
23-12-2023,Lindt,Online,157,9.75
23-12-2023,Lindt,Retail,152,8.56
23-12-2023,Mars,Airport,186,9.66
23-12-2023,Mars,Mall,154,9.33
23-12-2023,Mars,Online,161,9
23-12-2023,Mars,Retail,167,8.58
24-12-2023,Cadbury,Airport,207,8.8
24-12-2023,Cadbury,Mall,189,9.09
24-12-2023,Cadbury,Online,166,8.85
24-12-2023,Cadbury,Retail,114,8.79
24-12-2023,Ferrero,Airport,244,9
24-12-2023,Ferrero,Mall,209,9.5
24-12-2023,Ferrero,Online,191,9.33
24-12-2023,Ferrero,Retail,137,9.14
24-12-2023,Godiva,Airport,162,9.09
24-12-2023,Godiva,Mall,144,9.07
24-12-2023,Godiva,Online,159,9.36
24-12-2023,Godiva,Retail,138,9.33
24-12-2023,Hershey,Airport,118,8.73
24-12-2023,Hershey,Mall,148,8.64
24-12-2023,Hershey,Online,165,8.62
24-12-2023,Hershey,Retail,112,8.73
24-12-2023,Lindt,Airport,304,9.27
24-12-2023,Lindt,Mall,220,9.31
24-12-2023,Lindt,Online,209,9.12
24-12-2023,Lindt,Retail,135,9.43
24-12-2023,Mars,Airport,188,9.47
24-12-2023,Mars,Mall,206,9.33
24-12-2023,Mars,Online,177,9.4
24-12-2023,Mars,Retail,124,10.07
25-12-2023,Cadbury,Airport,265,8.82
25-12-2023,Cadbury,Mall,175,9.36
25-12-2023,Cadbury,Online,196,9.3
25-12-2023,Cadbury,Retail,149,9.03
25-12-2023,Ferrero,Airport,242,9.06
25-12-2023,Ferrero,Mall,228,9.01
25-12-2023,Ferrero,Online,194,8.89
25-12-2023,Ferrero,Retail,124,9.27
25-12-2023,Godiva,Airport,185,8.43
25-12-2023,Godiva,Mall,160,8.35
25-12-2023,Godiva,Online,122,8.88
25-12-2023,Godiva,Retail,118,8.19
25-12-2023,Hershey,Airport,178,8.06
25-12-2023,Hershey,Mall,161,9.46
25-12-2023,Hershey,Online,133,8.89
25-12-2023,Hershey,Retail,82,8.25
25-12-2023,Lindt,Airport,190,9.68
25-12-2023,Lindt,Mall,217,8.86
25-12-2023,Lindt,Online,200,9.29
25-12-2023,Lindt,Retail,90,8.94
25-12-2023,Mars,Airport,221,9.19
25-12-2023,Mars,Mall,184,9.47
25-12-2023,Mars,Online,171,8.28
25-12-2023,Mars,Retail,147,9.36
26-12-2023,Cadbury,Airport,217,9.3
26-12-2023,Cadbury,Mall,220,9.58
26-12-2023,Cadbury,Online,174,8.67
26-12-2023,Cadbury,Retail,143,8.22
26-12-2023,Ferrero,Airport,209,8.51
26-12-2023,Ferrero,Mall,147,9.1
26-12-2023,Ferrero,Online,203,8.31
26-12-2023,Ferrero,Retail,131,9.14
26-12-2023,Godiva,Airport,159,9.02
26-12-2023,Godiva,Mall,162,8.67
26-12-2023,Godiva,Online,142,10.02
26-12-2023,Godiva,Retail,106,9.25
26-12-2023,Hershey,Airport,187,9.14
26-12-2023,Hershey,Mall,143,9.45
26-12-2023,Hershey,Online,128,9.69
26-12-2023,Hershey,Retail,92,10.05
26-12-2023,Lindt,Airport,215,8.54
26-12-2023,Lindt,Mall,161,8.11
26-12-2023,Lindt,Online,175,8.96
26-12-2023,Lindt,Retail,187,9.42
26-12-2023,Mars,Airport,203,8.79
26-12-2023,Mars,Mall,199,9.63
26-12-2023,Mars,Online,198,9.28
26-12-2023,Mars,Retail,188,9.22
27-12-2023,Cadbury,Airport,259,9.23
27-12-2023,Cadbury,Mall,123,9.22
27-12-2023,Cadbury,Online,141,8.8
27-12-2023,Cadbury,Retail,180,8.41
27-12-2023,Ferrero,Airport,273,9.77
27-12-2023,Ferrero,Mall,177,8.09
27-12-2023,Ferrero,Online,177,9.69
27-12-2023,Ferrero,Retail,158,8.56
27-12-2023,Godiva,Airport,190,9.44
27-12-2023,Godiva,Mall,171,8.25
27-12-2023,Godiva,Online,156,9.08
27-12-2023,Godiva,Retail,118,8.91
27-12-2023,Hershey,Airport,159,9.76
27-12-2023,Hershey,Mall,127,9.35
27-12-2023,Hershey,Online,161,9.08
27-12-2023,Hershey,Retail,92,10
27-12-2023,Lindt,Airport,204,9.48
27-12-2023,Lindt,Mall,203,8.44
27-12-2023,Lindt,Online,168,9.08
27-12-2023,Lindt,Retail,115,8.36
27-12-2023,Mars,Airport,195,8.61
27-12-2023,Mars,Mall,171,9.28
27-12-2023,Mars,Online,171,8.6
27-12-2023,Mars,Retail,119,9.2
28-12-2023,Cadbury,Airport,212,8.93
28-12-2023,Cadbury,Mall,189,9.03
28-12-2023,Cadbury,Online,161,8.92
28-12-2023,Cadbury,Retail,163,9.06
28-12-2023,Ferrero,Airport,281,9.77
28-12-2023,Ferrero,Mall,184,8.65
28-12-2023,Ferrero,Online,175,9.62
28-12-2023,Ferrero,Retail,166,9.38
28-12-2023,Godiva,Airport,180,8.96
28-12-2023,Godiva,Mall,140,8.76
28-12-2023,Godiva,Online,147,9.52
28-12-2023,Godiva,Retail,164,9.06
28-12-2023,Hershey,Airport,124,9.28
28-12-2023,Hershey,Mall,196,9.04
28-12-2023,Hershey,Online,166,9.46
28-12-2023,Hershey,Retail,91,9.1
28-12-2023,Lindt,Airport,225,8.83
28-12-2023,Lindt,Mall,149,9.61
28-12-2023,Lindt,Online,153,9.5
28-12-2023,Lindt,Retail,162,9.62
28-12-2023,Mars,Airport,217,9.09
28-12-2023,Mars,Mall,214,8.91
28-12-2023,Mars,Online,188,8.48
28-12-2023,Mars,Retail,118,9.63
29-12-2023,Cadbury,Airport,222,9.39
29-12-2023,Cadbury,Mall,206,9.02
29-12-2023,Cadbury,Online,189,8.32
29-12-2023,Cadbury,Retail,100,8.88
29-12-2023,Ferrero,Airport,222,9.26
29-12-2023,Ferrero,Mall,219,9.15
29-12-2023,Ferrero,Online,191,9.42
29-12-2023,Ferrero,Retail,130,9.38
29-12-2023,Godiva,Airport,127,7.95
29-12-2023,Godiva,Mall,189,8.04
29-12-2023,Godiva,Online,170,8.39
29-12-2023,Godiva,Retail,111,9.59
29-12-2023,Hershey,Airport,168,8.86
29-12-2023,Hershey,Mall,174,9.04
29-12-2023,Hershey,Online,158,8.93
29-12-2023,Hershey,Retail,93,8.39
29-12-2023,Lindt,Airport,192,9.43
29-12-2023,Lindt,Mall,212,9.71
29-12-2023,Lindt,Online,129,10.03
29-12-2023,Lindt,Retail,107,9.13
29-12-2023,Mars,Airport,209,9.34
29-12-2023,Mars,Mall,181,9.05
29-12-2023,Mars,Online,174,9.51
29-12-2023,Mars,Retail,129,9.25
30-12-2023,Cadbury,Airport,162,7.7
30-12-2023,Cadbury,Mall,173,8.76
30-12-2023,Cadbury,Online,122,8.48
30-12-2023,Cadbury,Retail,153,8.04
30-12-2023,Ferrero,Airport,236,8.61
30-12-2023,Ferrero,Mall,180,9.33
30-12-2023,Ferrero,Online,183,8.3
30-12-2023,Ferrero,Retail,188,8.72
30-12-2023,Godiva,Airport,183,8.58
30-12-2023,Godiva,Mall,156,9.99
30-12-2023,Godiva,Online,154,9.49
30-12-2023,Godiva,Retail,101,8.7
30-12-2023,Hershey,Airport,196,8.93
30-12-2023,Hershey,Mall,146,9.09
30-12-2023,Hershey,Online,109,8.68
30-12-2023,Hershey,Retail,76,8.55
30-12-2023,Lindt,Airport,211,9.28
30-12-2023,Lindt,Mall,189,9.01
30-12-2023,Lindt,Online,175,9.37
30-12-2023,Lindt,Retail,141,8.56
30-12-2023,Mars,Airport,163,8.22
30-12-2023,Mars,Mall,170,9.09
30-12-2023,Mars,Online,166,9.93
30-12-2023,Mars,Retail,118,8.9
31-12-2023,Cadbury,Airport,230,8.76
31-12-2023,Cadbury,Mall,208,9.61
31-12-2023,Cadbury,Online,201,8.48
31-12-2023,Cadbury,Retail,141,9.1
31-12-2023,Ferrero,Airport,247,8.85
31-12-2023,Ferrero,Mall,216,9.22
31-12-2023,Ferrero,Online,156,8.61
31-12-2023,Ferrero,Retail,143,8.74
31-12-2023,Godiva,Airport,206,8.59
31-12-2023,Godiva,Mall,155,9.46
31-12-2023,Godiva,Online,112,9.42
31-12-2023,Godiva,Retail,106,8.82
31-12-2023,Hershey,Airport,167,9.95
31-12-2023,Hershey,Mall,172,8.98
31-12-2023,Hershey,Online,124,8.93
31-12-2023,Hershey,Retail,87,9.3
31-12-2023,Lindt,Airport,235,10.01
31-12-2023,Lindt,Mall,201,8.86
31-12-2023,Lindt,Online,165,7.93
31-12-2023,Lindt,Retail,108,8.93
31-12-2023,Mars,Airport,255,8.91
31-12-2023,Mars,Mall,202,9.22
31-12-2023,Mars,Online,143,9.51
31-12-2023,Mars,Retail,156,8.99
01-01-2024,Cadbury,Airport,247,9.26
01-01-2024,Cadbury,Mall,237,8.41
01-01-2024,Cadbury,Online,238,8.97
01-01-2024,Cadbury,Retail,137,8.94
01-01-2024,Ferrero,Airport,163,9.25
01-01-2024,Ferrero,Mall,196,9.1
01-01-2024,Ferrero,Online,154,8.43
01-01-2024,Ferrero,Retail,137,8.5
01-01-2024,Godiva,Airport,173,8.4
01-01-2024,Godiva,Mall,167,8.77
01-01-2024,Godiva,Online,134,9.01
01-01-2024,Godiva,Retail,115,8.87
01-01-2024,Hershey,Airport,205,9.2
01-01-2024,Hershey,Mall,174,8.93
01-01-2024,Hershey,Online,166,8.43
01-01-2024,Hershey,Retail,132,9.1
01-01-2024,Lindt,Airport,197,9
01-01-2024,Lindt,Mall,151,8.96
01-01-2024,Lindt,Online,159,8.82
01-01-2024,Lindt,Retail,134,9.54
01-01-2024,Mars,Airport,203,9.48
01-01-2024,Mars,Mall,158,9.77
01-01-2024,Mars,Online,181,9.38
01-01-2024,Mars,Retail,118,9.76
02-01-2024,Cadbury,Airport,294,9.31
02-01-2024,Cadbury,Mall,209,8.74
02-01-2024,Cadbury,Online,216,9.3
02-01-2024,Cadbury,Retail,108,9.64
02-01-2024,Ferrero,Airport,220,8.88
02-01-2024,Ferrero,Mall,195,8.31
02-01-2024,Ferrero,Online,205,8.78
02-01-2024,Ferrero,Retail,143,8.01
02-01-2024,Godiva,Airport,219,9.24
02-01-2024,Godiva,Mall,155,8.34
02-01-2024,Godiva,Online,153,8.48
02-01-2024,Godiva,Retail,150,9.31
02-01-2024,Hershey,Airport,139,10.04
02-01-2024,Hershey,Mall,137,9.04
02-01-2024,Hershey,Online,152,9.06
02-01-2024,Hershey,Retail,108,8.47
02-01-2024,Lindt,Airport,232,9.25
02-01-2024,Lindt,Mall,166,9.29
02-01-2024,Lindt,Online,160,8.42
02-01-2024,Lindt,Retail,140,8.5
02-01-2024,Mars,Airport,152,9.09
02-01-2024,Mars,Mall,165,8.24
02-01-2024,Mars,Online,213,8.31
02-01-2024,Mars,Retail,132,8.78
03-01-2024,Cadbury,Airport,243,8.5
03-01-2024,Cadbury,Mall,207,9.05
03-01-2024,Cadbury,Online,148,9.58
03-01-2024,Cadbury,Retail,154,8.54
03-01-2024,Ferrero,Airport,322,9.13
03-01-2024,Ferrero,Mall,236,8.4
03-01-2024,Ferrero,Online,201,9.69
03-01-2024,Ferrero,Retail,125,9.19
03-01-2024,Godiva,Airport,210,9.07
03-01-2024,Godiva,Mall,140,9.45
03-01-2024,Godiva,Online,152,8.41
03-01-2024,Godiva,Retail,116,9.4
03-01-2024,Hershey,Airport,148,9.03
03-01-2024,Hershey,Mall,133,8.82
03-01-2024,Hershey,Online,131,8.78
03-01-2024,Hershey,Retail,98,8.71
03-01-2024,Lindt,Airport,214,8.78
03-01-2024,Lindt,Mall,162,8.69
03-01-2024,Lindt,Online,240,9.51
03-01-2024,Lindt,Retail,121,10.14
03-01-2024,Mars,Airport,174,8.97
03-01-2024,Mars,Mall,189,8.72
03-01-2024,Mars,Online,175,8.59
03-01-2024,Mars,Retail,138,9.94
04-01-2024,Cadbury,Airport,236,9.33
04-01-2024,Cadbury,Mall,200,8.81
04-01-2024,Cadbury,Online,176,8.33
04-01-2024,Cadbury,Retail,151,8.65
04-01-2024,Ferrero,Airport,281,8.78
04-01-2024,Ferrero,Mall,185,8.63
04-01-2024,Ferrero,Online,223,8.31
04-01-2024,Ferrero,Retail,140,9.89
04-01-2024,Godiva,Airport,201,8.55
04-01-2024,Godiva,Mall,126,8.54
04-01-2024,Godiva,Online,139,9.75
04-01-2024,Godiva,Retail,95,8.96
04-01-2024,Hershey,Airport,162,8.75
04-01-2024,Hershey,Mall,114,8.92
04-01-2024,Hershey,Online,186,8.56
04-01-2024,Hershey,Retail,90,9.11
04-01-2024,Lindt,Airport,230,9.29
04-01-2024,Lindt,Mall,190,9.04
04-01-2024,Lindt,Online,159,9.58
04-01-2024,Lindt,Retail,130,9.14
04-01-2024,Mars,Airport,218,9.12
04-01-2024,Mars,Mall,191,8.92
04-01-2024,Mars,Online,122,10.06
04-01-2024,Mars,Retail,151,8.67
05-01-2024,Cadbury,Airport,244,9.29
05-01-2024,Cadbury,Mall,222,9.68
05-01-2024,Cadbury,Online,189,8.93
05-01-2024,Cadbury,Retail,167,9.15
05-01-2024,Ferrero,Airport,255,8.86
05-01-2024,Ferrero,Mall,224,9.85
05-01-2024,Ferrero,Online,198,9.31
05-01-2024,Ferrero,Retail,140,9.53
05-01-2024,Godiva,Airport,167,8.31
05-01-2024,Godiva,Mall,170,7.99
05-01-2024,Godiva,Online,160,8.97
05-01-2024,Godiva,Retail,189,9.24
05-01-2024,Hershey,Airport,177,8.97
05-01-2024,Hershey,Mall,127,8.87
05-01-2024,Hershey,Online,147,8.85
05-01-2024,Hershey,Retail,98,9.02
05-01-2024,Lindt,Airport,209,9.49
05-01-2024,Lindt,Mall,148,8.82
05-01-2024,Lindt,Online,196,9.3
05-01-2024,Lindt,Retail,106,8.94
05-01-2024,Mars,Airport,178,8.79
05-01-2024,Mars,Mall,197,9.6
05-01-2024,Mars,Online,176,8.27
05-01-2024,Mars,Retail,115,8.91
06-01-2024,Cadbury,Airport,288,8.42
06-01-2024,Cadbury,Mall,220,9.5
06-01-2024,Cadbury,Online,148,9.74
06-01-2024,Cadbury,Retail,168,8.72
06-01-2024,Ferrero,Airport,236,8.63
06-01-2024,Ferrero,Mall,208,8.97
06-01-2024,Ferrero,Online,226,8.83
06-01-2024,Ferrero,Retail,158,9.18
06-01-2024,Godiva,Airport,192,8.78
06-01-2024,Godiva,Mall,189,10.27
06-01-2024,Godiva,Online,199,9.72
06-01-2024,Godiva,Retail,125,8.41
06-01-2024,Hershey,Airport,195,9.27
06-01-2024,Hershey,Mall,135,8.7
06-01-2024,Hershey,Online,116,8.46
06-01-2024,Hershey,Retail,106,8.75
06-01-2024,Lindt,Airport,209,8.66
06-01-2024,Lindt,Mall,160,8.97
06-01-2024,Lindt,Online,177,8.29
06-01-2024,Lindt,Retail,170,8.57
06-01-2024,Mars,Airport,177,9.5
06-01-2024,Mars,Mall,178,8.99
06-01-2024,Mars,Online,137,9.42
06-01-2024,Mars,Retail,142,9.24
07-01-2024,Cadbury,Airport,240,9.43
07-01-2024,Cadbury,Mall,185,7.52
07-01-2024,Cadbury,Online,195,9.11
07-01-2024,Cadbury,Retail,127,8.28
07-01-2024,Ferrero,Airport,234,9.12
07-01-2024,Ferrero,Mall,171,9.33
07-01-2024,Ferrero,Online,226,8.19
07-01-2024,Ferrero,Retail,148,9.23
07-01-2024,Godiva,Airport,176,8.79
07-01-2024,Godiva,Mall,157,8.4
07-01-2024,Godiva,Online,128,9.81
07-01-2024,Godiva,Retail,151,8.78
07-01-2024,Hershey,Airport,132,8.83
07-01-2024,Hershey,Mall,148,9.46
07-01-2024,Hershey,Online,109,9.41
07-01-2024,Hershey,Retail,133,10.02
07-01-2024,Lindt,Airport,205,8.84
07-01-2024,Lindt,Mall,196,8.91
07-01-2024,Lindt,Online,196,9.44
07-01-2024,Lindt,Retail,158,8.57
07-01-2024,Mars,Airport,218,9.24
07-01-2024,Mars,Mall,155,8.79
07-01-2024,Mars,Online,185,9.13
07-01-2024,Mars,Retail,117,9.04
08-01-2024,Cadbury,Airport,250,8.2
08-01-2024,Cadbury,Mall,206,8.94
08-01-2024,Cadbury,Online,195,9.32
08-01-2024,Cadbury,Retail,152,8.92
08-01-2024,Ferrero,Airport,235,8.85
08-01-2024,Ferrero,Mall,169,8.52
08-01-2024,Ferrero,Online,224,8.79
08-01-2024,Ferrero,Retail,125,8.82
08-01-2024,Godiva,Airport,256,9.45
08-01-2024,Godiva,Mall,133,9.18
08-01-2024,Godiva,Online,151,7.6
08-01-2024,Godiva,Retail,110,9.78
08-01-2024,Hershey,Airport,150,9.94
08-01-2024,Hershey,Mall,129,9.67
08-01-2024,Hershey,Online,160,9.48
08-01-2024,Hershey,Retail,111,8.62
08-01-2024,Lindt,Airport,211,8.72
08-01-2024,Lindt,Mall,187,8.41
08-01-2024,Lindt,Online,133,10.06
08-01-2024,Lindt,Retail,111,8.91
08-01-2024,Mars,Airport,193,9.03
08-01-2024,Mars,Mall,141,8.47
08-01-2024,Mars,Online,133,9.24
08-01-2024,Mars,Retail,129,9.36
09-01-2024,Cadbury,Airport,259,8.96
09-01-2024,Cadbury,Mall,220,8.93
09-01-2024,Cadbury,Online,271,8.87
09-01-2024,Cadbury,Retail,142,9.12
09-01-2024,Ferrero,Airport,157,8.83
09-01-2024,Ferrero,Mall,152,9.14
09-01-2024,Ferrero,Online,195,9.03
09-01-2024,Ferrero,Retail,124,8.59
09-01-2024,Godiva,Airport,190,8.99
09-01-2024,Godiva,Mall,149,9.38
09-01-2024,Godiva,Online,160,9.04
09-01-2024,Godiva,Retail,121,8.78
09-01-2024,Hershey,Airport,157,9.75
09-01-2024,Hershey,Mall,172,9.15
09-01-2024,Hershey,Online,161,8.55
09-01-2024,Hershey,Retail,100,9.82
09-01-2024,Lindt,Airport,227,9.38
09-01-2024,Lindt,Mall,201,8.95
09-01-2024,Lindt,Online,189,9.87
09-01-2024,Lindt,Retail,122,9.34
09-01-2024,Mars,Airport,219,8.58
09-01-2024,Mars,Mall,181,9.05
09-01-2024,Mars,Online,146,7.94
09-01-2024,Mars,Retail,126,8.86
10-01-2024,Cadbury,Airport,216,9.75
10-01-2024,Cadbury,Mall,193,9.18
10-01-2024,Cadbury,Online,201,8.79
10-01-2024,Cadbury,Retail,151,9.2
10-01-2024,Ferrero,Airport,257,9.69
10-01-2024,Ferrero,Mall,168,8.44
10-01-2024,Ferrero,Online,182,8.76
10-01-2024,Ferrero,Retail,179,8.55
10-01-2024,Godiva,Airport,164,9.69
10-01-2024,Godiva,Mall,199,9.63
10-01-2024,Godiva,Online,201,8.47
10-01-2024,Godiva,Retail,82,8.62
10-01-2024,Hershey,Airport,128,9.28
10-01-2024,Hershey,Mall,192,9.61
10-01-2024,Hershey,Online,92,8.35
10-01-2024,Hershey,Retail,141,9.96
10-01-2024,Lindt,Airport,180,9.22
10-01-2024,Lindt,Mall,188,8.52
10-01-2024,Lindt,Online,152,9.64
10-01-2024,Lindt,Retail,110,9.72
10-01-2024,Mars,Airport,207,8.65
10-01-2024,Mars,Mall,122,9.16
10-01-2024,Mars,Online,174,9.26
10-01-2024,Mars,Retail,167,8.89
11-01-2024,Cadbury,Airport,143,9.23
11-01-2024,Cadbury,Mall,200,8.69
11-01-2024,Cadbury,Online,228,9.09
11-01-2024,Cadbury,Retail,162,8.65
11-01-2024,Ferrero,Airport,184,10.03
11-01-2024,Ferrero,Mall,187,8.86
11-01-2024,Ferrero,Online,231,9.26
11-01-2024,Ferrero,Retail,214,9.74
11-01-2024,Godiva,Airport,168,9.55
11-01-2024,Godiva,Mall,149,8.64
11-01-2024,Godiva,Online,177,8.96
11-01-2024,Godiva,Retail,93,8.03
11-01-2024,Hershey,Airport,140,8.75
11-01-2024,Hershey,Mall,111,8.44
11-01-2024,Hershey,Online,159,9.04
11-01-2024,Hershey,Retail,91,8.7
11-01-2024,Lindt,Airport,232,8.6
11-01-2024,Lindt,Mall,182,9.08
11-01-2024,Lindt,Online,185,8.87
11-01-2024,Lindt,Retail,108,9.13
11-01-2024,Mars,Airport,213,9.19
11-01-2024,Mars,Mall,183,9.05
11-01-2024,Mars,Online,164,8.13
11-01-2024,Mars,Retail,129,9.75
12-01-2024,Cadbury,Airport,224,9.37
12-01-2024,Cadbury,Mall,242,9.62
12-01-2024,Cadbury,Online,203,8.51
12-01-2024,Cadbury,Retail,108,9.37
12-01-2024,Ferrero,Airport,262,9.28
12-01-2024,Ferrero,Mall,202,9.42
12-01-2024,Ferrero,Online,181,9.38
12-01-2024,Ferrero,Retail,135,8.56
12-01-2024,Godiva,Airport,141,9.13
12-01-2024,Godiva,Mall,124,9.29
12-01-2024,Godiva,Online,138,9.66
12-01-2024,Godiva,Retail,134,8.6
12-01-2024,Hershey,Airport,152,8.96
12-01-2024,Hershey,Mall,92,8.91
12-01-2024,Hershey,Online,112,9.99
12-01-2024,Hershey,Retail,114,9.36
12-01-2024,Lindt,Airport,183,9.59
12-01-2024,Lindt,Mall,128,9.37
12-01-2024,Lindt,Online,190,9.69
12-01-2024,Lindt,Retail,130,9.31
12-01-2024,Mars,Airport,249,9.43
12-01-2024,Mars,Mall,153,8.05
12-01-2024,Mars,Online,168,9.05
12-01-2024,Mars,Retail,134,9.27
13-01-2024,Cadbury,Airport,294,8.84
13-01-2024,Cadbury,Mall,219,8.98
13-01-2024,Cadbury,Online,141,8.91
13-01-2024,Cadbury,Retail,162,9.35
13-01-2024,Ferrero,Airport,243,8.84
13-01-2024,Ferrero,Mall,192,8.98
13-01-2024,Ferrero,Online,206,9.08
13-01-2024,Ferrero,Retail,111,9.2
13-01-2024,Godiva,Airport,226,9.24
13-01-2024,Godiva,Mall,149,8.65
13-01-2024,Godiva,Online,134,9.42
13-01-2024,Godiva,Retail,147,8.86
13-01-2024,Hershey,Airport,135,9.45
13-01-2024,Hershey,Mall,177,8.55
13-01-2024,Hershey,Online,122,8.49
13-01-2024,Hershey,Retail,109,8.44
13-01-2024,Lindt,Airport,266,8.34
13-01-2024,Lindt,Mall,189,9.07
13-01-2024,Lindt,Online,164,8.83
13-01-2024,Lindt,Retail,141,8.87
13-01-2024,Mars,Airport,209,8.87
13-01-2024,Mars,Mall,139,9.79
13-01-2024,Mars,Online,186,8.65
13-01-2024,Mars,Retail,147,8.87
14-01-2024,Cadbury,Airport,250,9.49
14-01-2024,Cadbury,Mall,200,8.35
14-01-2024,Cadbury,Online,186,8.46
14-01-2024,Cadbury,Retail,159,8.44
14-01-2024,Ferrero,Airport,243,9.23
14-01-2024,Ferrero,Mall,186,9.49
14-01-2024,Ferrero,Online,212,9.15
14-01-2024,Ferrero,Retail,159,8.48
14-01-2024,Godiva,Airport,156,9.07
14-01-2024,Godiva,Mall,158,8.81
14-01-2024,Godiva,Online,164,8.87
14-01-2024,Godiva,Retail,113,9.08
14-01-2024,Hershey,Airport,108,8.22
14-01-2024,Hershey,Mall,116,8.06
14-01-2024,Hershey,Online,153,8.99
14-01-2024,Hershey,Retail,123,8.2
14-01-2024,Lindt,Airport,202,8.97
14-01-2024,Lindt,Mall,194,9.78
14-01-2024,Lindt,Online,183,8.75
14-01-2024,Lindt,Retail,172,9.27
14-01-2024,Mars,Airport,226,8.4
14-01-2024,Mars,Mall,190,8.96
14-01-2024,Mars,Online,167,8.44
14-01-2024,Mars,Retail,160,8.97
15-01-2024,Cadbury,Airport,250,8.91
15-01-2024,Cadbury,Mall,212,8.43
15-01-2024,Cadbury,Online,167,8.86
15-01-2024,Cadbury,Retail,130,9.04
15-01-2024,Ferrero,Airport,191,8.87
15-01-2024,Ferrero,Mall,189,8.67
15-01-2024,Ferrero,Online,213,8.46
15-01-2024,Ferrero,Retail,133,8.08
15-01-2024,Godiva,Airport,176,8.59
15-01-2024,Godiva,Mall,137,8.09
15-01-2024,Godiva,Online,168,8.26
15-01-2024,Godiva,Retail,100,7.78
15-01-2024,Hershey,Airport,139,9.13
15-01-2024,Hershey,Mall,101,9.14
15-01-2024,Hershey,Online,120,9.44
15-01-2024,Hershey,Retail,159,9.08
15-01-2024,Lindt,Airport,204,9.66
15-01-2024,Lindt,Mall,169,9.39
15-01-2024,Lindt,Online,232,9.26
15-01-2024,Lindt,Retail,119,9.25
15-01-2024,Mars,Airport,205,9.19
